field,T_pct,config,model,n_seeds,Y_rate_pct,n_test,AUROC_mean,AUPRC_mean,Precision_mean,Recall_mean,F1_mean,Accuracy_mean,DOR_mean,AUROC_std,AUPRC_std,Precision_std,Recall_std,F1_std,Accuracy_std,DOR_std
01,5,+6focal,FFN,20,7.65,560,0.6622,0.1392,0.1536,0.1,0.1211,0.8886,2.6116,0.0227,0.0205,0.0569,0.037,0.0449,0.0057,1.1884
01,5,+6focal,GBT,20,7.65,560,0.7566,0.2222,0.2607,0.1698,0.2056,0.8993,5.2753,0.0254,0.0349,0.0636,0.0414,0.0501,0.0064,1.9537
01,5,+6focal,LogReg,20,7.65,560,0.7595,0.2174,0.2607,0.1698,0.2056,0.8993,5.4026,0.0348,0.0472,0.0836,0.0545,0.066,0.0084,2.2831
01,5,+6focal,RF,20,7.65,560,0.7732,0.2608,0.3128,0.2058,0.2483,0.9044,7.1879,0.0294,0.047,0.0789,0.0535,0.0637,0.0079,2.967
01,5,+6focal,SVM,20,7.65,560,0.6759,0.1773,0.2,0.1302,0.1577,0.8932,3.6273,0.0275,0.0404,0.0572,0.0373,0.0451,0.0057,1.5171
01,5,+6focal,XGB,20,7.65,560,0.7391,0.2235,0.275,0.1791,0.2169,0.9007,5.8007,0.0341,0.0389,0.0761,0.0495,0.06,0.0076,2.315
01,5,BIBLIO,FFN,20,7.65,560,0.6893,0.1682,0.2143,0.1395,0.169,0.8946,3.9779,0.0405,0.0255,0.0613,0.0399,0.0484,0.0061,1.477
01,5,BIBLIO,GBT,20,7.65,560,0.7451,0.2168,0.2839,0.1849,0.2239,0.9016,5.9184,0.0226,0.0289,0.0511,0.0333,0.0403,0.0051,1.7347
01,5,BIBLIO,LogReg,20,7.65,560,0.7599,0.2162,0.25,0.1628,0.1972,0.8982,5.2065,0.0294,0.0448,0.0927,0.0604,0.0731,0.0093,2.8181
01,5,BIBLIO,RF,20,7.65,560,0.768,0.262,0.345,0.2267,0.2736,0.9075,8.3052,0.0287,0.0331,0.0643,0.0412,0.0502,0.0067,2.6554
01,5,BIBLIO,SVM,20,7.65,560,0.6682,0.1817,0.2232,0.1453,0.1761,0.8955,4.2982,0.031,0.0406,0.0732,0.0476,0.0577,0.0073,2.0696
01,5,BIBLIO,XGB,20,7.65,560,0.7019,0.189,0.2375,0.1547,0.1873,0.897,4.6348,0.0314,0.0307,0.0658,0.0429,0.0519,0.0066,1.9775
01,10,+6focal,FFN,20,16.06,560,0.6754,0.2779,0.3134,0.195,0.2404,0.802,2.9567,0.0374,0.038,0.0828,0.0515,0.0636,0.0166,1.3453
01,10,+6focal,GBT,20,16.06,560,0.7275,0.3286,0.3688,0.2294,0.2829,0.813,3.8234,0.0211,0.0332,0.06,0.0373,0.046,0.012,1.2146
01,10,+6focal,LogReg,20,16.06,560,0.7381,0.3184,0.3589,0.2233,0.2753,0.8111,3.5741,0.0146,0.0239,0.0474,0.0295,0.0364,0.0095,0.8286
01,10,+6focal,RF,20,16.06,560,0.7534,0.3755,0.422,0.2667,0.3268,0.8235,5.0132,0.0213,0.0373,0.0545,0.0355,0.0429,0.011,1.59
01,10,+6focal,SVM,20,16.06,560,0.6693,0.2698,0.3161,0.1967,0.2425,0.8025,2.8571,0.0226,0.0207,0.0492,0.0306,0.0377,0.0098,0.7509
01,10,+6focal,XGB,20,16.06,560,0.7256,0.3388,0.3839,0.2389,0.2945,0.8161,4.0699,0.0293,0.0383,0.0486,0.0303,0.0373,0.0097,0.9591
01,10,BIBLIO,FFN,20,16.06,560,0.6944,0.2822,0.3125,0.1944,0.2397,0.8018,2.8011,0.0193,0.0228,0.048,0.0298,0.0368,0.0096,0.7491
01,10,BIBLIO,GBT,20,16.06,560,0.7266,0.3391,0.3821,0.2378,0.2932,0.8157,4.0647,0.0239,0.0357,0.0545,0.0339,0.0418,0.0109,1.1407
01,10,BIBLIO,LogReg,20,16.06,560,0.7314,0.3105,0.3446,0.2144,0.2644,0.8082,3.3068,0.0148,0.0187,0.0422,0.0263,0.0324,0.0084,0.7554
01,10,BIBLIO,RF,20,16.06,560,0.7422,0.384,0.4256,0.2689,0.3295,0.8241,5.0301,0.022,0.0376,0.0451,0.0274,0.0339,0.0092,1.1523
01,10,BIBLIO,SVM,20,16.06,560,0.6704,0.2818,0.3312,0.2061,0.2541,0.8055,3.116,0.0228,0.0215,0.0548,0.0341,0.042,0.011,0.8658
01,10,BIBLIO,XGB,20,16.06,560,0.6873,0.3225,0.3777,0.235,0.2897,0.8148,3.994,0.0249,0.0366,0.0606,0.0377,0.0465,0.0121,1.1732
01,15,+6focal,FFN,20,19.6,560,0.6726,0.3251,0.3577,0.2732,0.3098,0.7609,2.8323,0.025,0.0267,0.0443,0.0338,0.0384,0.0133,0.6618
01,15,+6focal,GBT,20,19.6,560,0.744,0.394,0.4411,0.3368,0.382,0.7859,4.507,0.0191,0.0372,0.0489,0.0374,0.0424,0.0147,1.3675
01,15,+6focal,LogReg,20,19.6,560,0.745,0.3896,0.4304,0.3286,0.3727,0.7827,4.1734,0.0166,0.03,0.0363,0.0277,0.0314,0.0109,0.7645
01,15,+6focal,RF,20,19.6,560,0.7659,0.4418,0.4915,0.38,0.4286,0.801,5.859,0.0214,0.0353,0.0395,0.031,0.0346,0.012,1.2091
01,15,+6focal,SVM,20,19.6,560,0.6847,0.3246,0.3375,0.2577,0.2923,0.7548,2.5237,0.0223,0.027,0.0407,0.0311,0.0353,0.0122,0.6032
01,15,+6focal,XGB,20,19.6,560,0.7271,0.3877,0.4339,0.3314,0.3758,0.7838,4.2834,0.0225,0.0342,0.0429,0.0328,0.0372,0.0129,0.9304
01,15,BIBLIO,FFN,20,19.6,560,0.6928,0.3361,0.3786,0.2891,0.3278,0.7671,3.1694,0.0228,0.0256,0.0413,0.0316,0.0358,0.0124,0.7058
01,15,BIBLIO,GBT,20,19.6,560,0.7437,0.4046,0.4387,0.335,0.3799,0.7852,4.3686,0.017,0.0318,0.0357,0.0272,0.0309,0.0107,0.8738
01,15,BIBLIO,LogReg,20,19.6,560,0.7388,0.3894,0.428,0.3268,0.3706,0.782,4.1198,0.0168,0.0291,0.0359,0.0274,0.0311,0.0108,0.7586
01,15,BIBLIO,RF,20,19.6,560,0.7585,0.4461,0.4694,0.365,0.4106,0.7943,5.195,0.0174,0.0328,0.0357,0.0308,0.0329,0.0107,0.9943
01,15,BIBLIO,SVM,20,19.6,560,0.6904,0.3349,0.3798,0.29,0.3289,0.7675,3.1959,0.0232,0.0211,0.0412,0.0315,0.0357,0.0124,0.7935
01,15,BIBLIO,XGB,20,19.6,560,0.7089,0.3781,0.4089,0.3123,0.3541,0.7762,3.7007,0.019,0.0285,0.0295,0.0225,0.0255,0.0088,0.6094
01,20,+6focal,FFN,20,25.5,560,0.6811,0.4026,0.433,0.3392,0.3804,0.7179,2.8813,0.0211,0.0216,0.0268,0.021,0.0235,0.0107,0.415
01,20,+6focal,GBT,20,25.5,560,0.7472,0.472,0.4955,0.3881,0.4353,0.7429,4.1216,0.02,0.0294,0.0372,0.0291,0.0326,0.0149,0.9145
01,20,+6focal,LogReg,20,25.5,560,0.7375,0.4603,0.4942,0.3871,0.4341,0.7423,4.0476,0.0178,0.0264,0.028,0.0219,0.0246,0.0112,0.6139
01,20,+6focal,RF,20,25.5,560,0.7599,0.4968,0.5224,0.4126,0.461,0.7537,4.7857,0.0177,0.0308,0.0328,0.0255,0.0286,0.0133,0.8982
01,20,+6focal,SVM,20,25.5,560,0.6921,0.4102,0.433,0.3392,0.3804,0.7179,2.8757,0.0161,0.0238,0.0238,0.0186,0.0209,0.0095,0.3746
01,20,+6focal,XGB,20,25.5,560,0.7322,0.4623,0.4786,0.3748,0.4204,0.7361,3.7531,0.0183,0.0319,0.0391,0.0306,0.0344,0.0156,0.8061
01,20,BIBLIO,FFN,20,25.5,560,0.6943,0.4167,0.446,0.3493,0.3918,0.723,3.121,0.0261,0.0348,0.0357,0.0279,0.0313,0.0143,0.6226
01,20,BIBLIO,GBT,20,25.5,560,0.7404,0.4738,0.4879,0.3822,0.4286,0.7398,3.9642,0.0225,0.0324,0.0405,0.0317,0.0356,0.0162,0.9236
01,20,BIBLIO,LogReg,20,25.5,560,0.7305,0.4605,0.4911,0.3846,0.4314,0.7411,4.0018,0.0178,0.0285,0.0343,0.0268,0.0301,0.0137,0.7523
01,20,BIBLIO,RF,20,25.5,560,0.7539,0.4921,0.5026,0.3986,0.4446,0.7457,4.3259,0.02,0.0368,0.0403,0.033,0.0362,0.0163,0.9651
01,20,BIBLIO,SVM,20,25.5,560,0.6841,0.4053,0.4321,0.3385,0.3796,0.7175,2.8835,0.024,0.0308,0.0327,0.0256,0.0287,0.0131,0.5442
01,20,BIBLIO,XGB,20,25.5,560,0.7122,0.4413,0.4558,0.357,0.4004,0.727,3.2964,0.0193,0.0285,0.0362,0.0284,0.0318,0.0145,0.6456
03,5,+6focal,FFN,20,11.54,26,0.6167,0.2432,0.125,0.0833,0.1,0.8269,3.1714,0.1451,0.1126,0.2221,0.1481,0.1777,0.0342,3.4525
03,5,+6focal,GBT,20,11.54,26,0.7391,0.4014,0.3,0.2,0.24,0.8538,12.0476,0.1508,0.2231,0.3403,0.2269,0.2722,0.0524,22.9787
03,5,+6focal,LogReg,20,11.54,26,0.6674,0.3143,0.2,0.1333,0.16,0.8385,4.3371,0.1582,0.1785,0.2513,0.1675,0.201,0.0387,3.9061
03,5,+6focal,RF,20,11.54,26,0.7935,0.4156,0.325,0.2167,0.26,0.8577,9.3581,0.1026,0.1845,0.2936,0.1957,0.2349,0.0452,16.6823
03,5,+6focal,SVM,20,11.54,26,0.4949,0.1708,0.025,0.0167,0.02,0.8115,1.6171,0.1617,0.0621,0.1118,0.0745,0.0894,0.0172,1.7377
03,5,+6focal,XGB,20,11.54,26,0.6978,0.434,0.4,0.2667,0.32,0.8692,13.6019,0.1642,0.2306,0.3078,0.2052,0.2462,0.0474,22.423
03,5,BIBLIO,FFN,20,11.54,26,0.629,0.2982,0.225,0.15,0.18,0.8423,10.8819,0.1799,0.1932,0.3432,0.2288,0.2745,0.0528,23.3154
03,5,BIBLIO,GBT,20,11.54,26,0.7196,0.3807,0.275,0.1833,0.22,0.85,8.581,0.1388,0.1854,0.3024,0.2016,0.2419,0.0465,16.8703
03,5,BIBLIO,LogReg,20,11.54,26,0.6855,0.3741,0.3,0.2,0.24,0.8538,12.0476,0.1676,0.2283,0.3403,0.2269,0.2722,0.0524,22.9787
03,5,BIBLIO,RF,20,11.54,26,0.783,0.4638,0.375,0.25,0.3,0.8654,10.1352,0.1291,0.2245,0.2751,0.1834,0.22,0.0423,16.4536
03,5,BIBLIO,SVM,20,11.54,26,0.479,0.1738,0.0,0.0,0.0,0.8077,1.2286,0.1911,0.0666,0.0,0.0,0.0,0.0,0.0
03,5,BIBLIO,XGB,20,11.54,26,0.7246,0.4713,0.4,0.2667,0.32,0.8692,19.7581,0.1688,0.2775,0.3839,0.2559,0.3071,0.0591,30.2593
03,10,+6focal,FFN,20,21.54,26,0.6354,0.4295,0.35,0.175,0.2333,0.7346,3.171,0.1164,0.1494,0.2531,0.1265,0.1687,0.0584,2.8028
03,10,+6focal,GBT,20,21.54,26,0.6867,0.4661,0.4167,0.2083,0.2778,0.75,5.2834,0.1305,0.1295,0.2621,0.1311,0.1748,0.0605,8.8164
03,10,+6focal,LogReg,20,21.54,26,0.6171,0.3588,0.2333,0.1167,0.1556,0.7077,1.8852,0.1234,0.0963,0.219,0.1095,0.146,0.0505,1.9889
03,10,+6focal,RF,20,21.54,26,0.6908,0.5174,0.5167,0.2583,0.3444,0.7731,9.345,0.1199,0.1325,0.2752,0.1376,0.1835,0.0635,13.8607
03,10,+6focal,SVM,20,21.54,26,0.5321,0.3091,0.1667,0.0833,0.1111,0.6923,1.3799,0.1722,0.1188,0.2023,0.1012,0.1349,0.0467,1.5942
03,10,+6focal,XGB,20,21.54,26,0.6625,0.474,0.4833,0.2417,0.3222,0.7654,6.1457,0.1321,0.1332,0.2531,0.1265,0.1687,0.0584,8.6691
03,10,BIBLIO,FFN,20,21.54,26,0.6421,0.4178,0.3833,0.1917,0.2556,0.7423,3.3344,0.1,0.0855,0.2236,0.1118,0.1491,0.0516,2.674
03,10,BIBLIO,GBT,20,21.54,26,0.6871,0.4733,0.35,0.175,0.2333,0.7346,2.814,0.1136,0.1374,0.2016,0.1008,0.1344,0.0465,2.3359
03,10,BIBLIO,LogReg,20,21.54,26,0.6425,0.3762,0.3,0.15,0.2,0.7231,3.9976,0.1093,0.1154,0.2627,0.1313,0.1751,0.0606,8.9189
03,10,BIBLIO,RF,20,21.54,26,0.7158,0.537,0.5625,0.2833,0.3767,0.7827,11.343,0.1148,0.1551,0.2715,0.1336,0.1792,0.064,15.3934
03,10,BIBLIO,SVM,20,21.54,26,0.4988,0.3041,0.2,0.1,0.1333,0.7,2.0789,0.1428,0.1067,0.2736,0.1368,0.1824,0.0631,2.7172
03,10,BIBLIO,XGB,20,21.54,26,0.6508,0.4363,0.4333,0.2167,0.2889,0.7538,3.5794,0.1268,0.1178,0.1567,0.0784,0.1045,0.0362,2.4467
03,15,+6focal,FFN,20,27.69,26,0.5128,0.3719,0.3,0.1714,0.2182,0.6692,1.9079,0.1354,0.1281,0.1919,0.1097,0.1396,0.0591,2.0903
03,15,+6focal,GBT,20,27.69,26,0.6338,0.4684,0.475,0.2714,0.3455,0.7231,6.0362,0.0996,0.1166,0.242,0.1383,0.176,0.0745,10.8623
03,15,+6focal,LogReg,20,27.69,26,0.5323,0.3402,0.2625,0.15,0.1909,0.6577,2.1185,0.1361,0.0788,0.2625,0.15,0.1909,0.0808,2.8213
03,15,+6focal,RF,20,27.69,26,0.6953,0.5115,0.545,0.3143,0.3985,0.7442,5.1213,0.1002,0.1064,0.1946,0.1097,0.1402,0.0602,3.4537
03,15,+6focal,SVM,20,27.69,26,0.4759,0.3123,0.125,0.0714,0.0909,0.6154,0.7823,0.1364,0.0921,0.1721,0.0983,0.1251,0.0529,0.9102
03,15,+6focal,XGB,20,27.69,26,0.6203,0.4627,0.4625,0.2643,0.3364,0.7192,3.7929,0.1175,0.1008,0.2032,0.1161,0.1478,0.0625,3.1419
03,15,BIBLIO,FFN,20,27.69,26,0.5609,0.3825,0.325,0.1857,0.2364,0.6769,1.9014,0.1087,0.0978,0.1832,0.1047,0.1332,0.0564,1.2233
03,15,BIBLIO,GBT,20,27.69,26,0.6511,0.4862,0.475,0.2714,0.3455,0.7231,4.0516,0.105,0.113,0.197,0.1126,0.1433,0.0606,3.4109
03,15,BIBLIO,LogReg,20,27.69,26,0.5643,0.3829,0.275,0.1571,0.2,0.6615,1.7603,0.1421,0.1177,0.197,0.1126,0.1433,0.0606,2.0998
03,15,BIBLIO,RF,20,27.69,26,0.7086,0.5567,0.5625,0.3214,0.4091,0.75,7.7865,0.0936,0.1445,0.2416,0.1381,0.1757,0.0743,10.7053
03,15,BIBLIO,SVM,20,27.69,26,0.4605,0.3103,0.1875,0.1071,0.1364,0.6346,1.2127,0.1419,0.1041,0.1791,0.1023,0.1302,0.0551,2.0154
03,15,BIBLIO,XGB,20,27.69,26,0.6102,0.4632,0.4875,0.2786,0.3545,0.7269,6.1409,0.1089,0.1411,0.2361,0.1349,0.1717,0.0727,10.8221
03,20,+6focal,FFN,20,33.85,26,0.5788,0.4734,0.4083,0.2722,0.3267,0.6115,1.7292,0.0927,0.0838,0.1376,0.0917,0.1101,0.0635,1.0804
03,20,+6focal,GBT,20,33.85,26,0.6471,0.5339,0.4917,0.3278,0.3933,0.65,2.572,0.0984,0.124,0.1265,0.0844,0.1012,0.0584,1.5752
03,20,+6focal,LogReg,20,33.85,26,0.5324,0.4198,0.325,0.2167,0.26,0.5731,1.111,0.0892,0.0734,0.1265,0.0844,0.1012,0.0584,0.6371
03,20,+6focal,RF,20,33.85,26,0.6825,0.5812,0.5048,0.3444,0.4092,0.6558,3.5493,0.1268,0.1277,0.1855,0.1244,0.1484,0.086,3.716
03,20,+6focal,SVM,20,33.85,26,0.4739,0.391,0.2833,0.1889,0.2267,0.5538,1.0879,0.0951,0.0973,0.1718,0.1146,0.1375,0.0793,1.1501
03,20,+6focal,XGB,20,33.85,26,0.6386,0.5555,0.5167,0.3444,0.4133,0.6615,6.1481,0.103,0.13,0.1942,0.1295,0.1554,0.0896,14.1632
03,20,BIBLIO,FFN,20,33.85,26,0.5745,0.4494,0.4,0.2667,0.32,0.6077,1.5555,0.1256,0.0735,0.1134,0.0756,0.0907,0.0524,0.7143
03,20,BIBLIO,GBT,20,33.85,26,0.6163,0.5347,0.525,0.35,0.42,0.6654,3.4485,0.1147,0.104,0.1647,0.1098,0.1317,0.076,2.9203
03,20,BIBLIO,LogReg,20,33.85,26,0.5327,0.4254,0.375,0.25,0.3,0.5962,1.4025,0.0854,0.0717,0.1194,0.0796,0.0955,0.0551,0.7238
03,20,BIBLIO,RF,20,33.85,26,0.6443,0.5718,0.5369,0.3611,0.4317,0.6712,4.0056,0.1212,0.1152,0.1842,0.1242,0.1481,0.0851,3.6799
03,20,BIBLIO,SVM,20,33.85,26,0.4915,0.3887,0.35,0.2333,0.28,0.5846,1.2956,0.0643,0.0481,0.142,0.0947,0.1136,0.0656,0.7524
03,20,BIBLIO,XGB,20,33.85,26,0.5794,0.5188,0.475,0.3167,0.38,0.6423,2.6733,0.1072,0.098,0.1733,0.1156,0.1387,0.08,1.8974
07,5,+6focal,FFN,20,5.88,62,0.5384,0.149,0.075,0.075,0.075,0.8806,2.9808,0.1487,0.0951,0.1175,0.1175,0.1175,0.0152,2.5625
07,5,+6focal,GBT,20,5.88,62,0.5982,0.1408,0.075,0.075,0.075,0.8806,2.9808,0.1095,0.0605,0.1175,0.1175,0.1175,0.0152,2.5625
07,5,+6focal,LogReg,20,5.88,62,0.5198,0.1067,0.0375,0.0375,0.0375,0.8758,2.1632,0.1134,0.0485,0.0916,0.0916,0.0916,0.0118,1.9967
07,5,+6focal,RF,20,5.88,62,0.5234,0.1279,0.095,0.1,0.0972,0.8815,3.352,0.1244,0.0725,0.1202,0.1257,0.1224,0.0159,2.589
07,5,+6focal,SVM,20,5.88,62,0.3953,0.073,0.0125,0.0125,0.0125,0.8726,1.6182,0.1079,0.0216,0.0559,0.0559,0.0559,0.0072,1.2187
07,5,+6focal,XGB,20,5.88,62,0.6002,0.2093,0.1875,0.1875,0.1875,0.8952,6.4687,0.1069,0.1433,0.1597,0.1597,0.1597,0.0206,6.0928
07,5,BIBLIO,FFN,20,5.88,62,0.5356,0.1138,0.05,0.05,0.05,0.8774,2.4357,0.1043,0.0494,0.1026,0.1026,0.1026,0.0132,2.2367
07,5,BIBLIO,GBT,20,5.88,62,0.5763,0.1368,0.075,0.075,0.075,0.8806,3.4984,0.1392,0.0975,0.1428,0.1428,0.1428,0.0184,5.0151
07,5,BIBLIO,LogReg,20,5.88,62,0.533,0.1092,0.0375,0.0375,0.0375,0.8758,2.1632,0.1145,0.0627,0.0916,0.0916,0.0916,0.0118,1.9967
07,5,BIBLIO,RF,20,5.88,62,0.5492,0.1122,0.05,0.05,0.05,0.8766,2.4225,0.1182,0.0448,0.1026,0.1026,0.1026,0.0141,2.2443
07,5,BIBLIO,SVM,20,5.88,62,0.4381,0.0982,0.0375,0.0375,0.0375,0.8758,2.1632,0.1458,0.0646,0.0916,0.0916,0.0916,0.0118,1.9967
07,5,BIBLIO,XGB,20,5.88,62,0.6525,0.1372,0.025,0.025,0.025,0.8742,1.8907,0.1072,0.0418,0.0769,0.0769,0.0769,0.0099,1.6775
07,10,+6focal,FFN,20,12.75,62,0.6328,0.2138,0.1429,0.125,0.1333,0.7903,1.8327,0.0702,0.0464,0.1226,0.1073,0.1145,0.0277,1.6643
07,10,+6focal,GBT,20,12.75,62,0.6617,0.271,0.2429,0.2125,0.2267,0.8129,3.4925,0.07,0.0814,0.1398,0.1223,0.1305,0.0316,3.2121
07,10,+6focal,LogReg,20,12.75,62,0.6426,0.2588,0.2071,0.1812,0.1933,0.8048,3.0002,0.0897,0.0998,0.1427,0.1248,0.1332,0.0322,3.334
07,10,+6focal,RF,20,12.75,62,0.7028,0.2689,0.2116,0.1875,0.1988,0.8056,3.1984,0.0539,0.0821,0.1606,0.1434,0.1513,0.0361,3.4241
07,10,+6focal,SVM,20,12.75,62,0.5716,0.1862,0.1071,0.0938,0.1,0.7823,1.2973,0.1002,0.0484,0.0912,0.0798,0.0852,0.0206,0.9111
07,10,+6focal,XGB,20,12.75,62,0.6984,0.3243,0.3143,0.275,0.2933,0.829,4.8623,0.0827,0.1129,0.1359,0.1189,0.1269,0.0307,3.2715
07,10,BIBLIO,FFN,20,12.75,62,0.6278,0.2383,0.1929,0.1688,0.18,0.8016,2.608,0.1338,0.1107,0.1412,0.1235,0.1317,0.0319,2.239
07,10,BIBLIO,GBT,20,12.75,62,0.6757,0.2538,0.2214,0.1938,0.2067,0.8081,2.6609,0.0665,0.0604,0.0864,0.0756,0.0806,0.0195,1.4419
07,10,BIBLIO,LogReg,20,12.75,62,0.6631,0.2817,0.2357,0.2062,0.22,0.8113,3.2849,0.0907,0.1013,0.1412,0.1235,0.1317,0.0319,2.4835
07,10,BIBLIO,RF,20,12.75,62,0.6817,0.2611,0.192,0.175,0.1829,0.7992,2.5116,0.0702,0.0667,0.1288,0.1175,0.1226,0.0294,2.0555
07,10,BIBLIO,SVM,20,12.75,62,0.602,0.1916,0.1,0.0875,0.0933,0.7806,1.2838,0.1186,0.056,0.1047,0.0916,0.0977,0.0236,1.0772
07,10,BIBLIO,XGB,20,12.75,62,0.713,0.3013,0.3,0.2625,0.28,0.8258,4.9025,0.0833,0.0876,0.1599,0.1399,0.1492,0.0361,4.0402
07,15,+6focal,FFN,20,16.01,62,0.6242,0.2891,0.225,0.225,0.225,0.75,2.2471,0.1203,0.1031,0.1293,0.1293,0.1293,0.0417,1.6419
07,15,+6focal,GBT,20,16.01,62,0.7013,0.3552,0.315,0.315,0.315,0.779,3.5131,0.0502,0.0742,0.0933,0.0933,0.0933,0.0301,2.1081
07,15,+6focal,LogReg,20,16.01,62,0.6483,0.3293,0.28,0.28,0.28,0.7677,2.9727,0.0944,0.0921,0.1196,0.1196,0.1196,0.0386,1.68
07,15,+6focal,RF,20,16.01,62,0.6918,0.3367,0.3073,0.31,0.3086,0.7758,3.1705,0.0538,0.063,0.0727,0.0718,0.0722,0.0239,1.2911
07,15,+6focal,SVM,20,16.01,62,0.552,0.2439,0.205,0.205,0.205,0.7435,1.8678,0.11,0.0784,0.105,0.105,0.105,0.0339,1.3172
07,15,+6focal,XGB,20,16.01,62,0.7213,0.4064,0.36,0.36,0.36,0.7935,4.5232,0.0657,0.0829,0.0995,0.0995,0.0995,0.0321,2.3951
07,15,BIBLIO,FFN,20,16.01,62,0.5744,0.237,0.205,0.205,0.205,0.7435,1.7882,0.0677,0.0508,0.0887,0.0887,0.0887,0.0286,1.0943
