field,T_pct,config,model,n_seeds,Y_rate_pct,n_test,AUROC_mean,AUPRC_mean,Precision_mean,Recall_mean,F1_mean,Accuracy_mean,DOR_mean,AUROC_std,AUPRC_std,Precision_std,Recall_std,F1_std,Accuracy_std,DOR_std
12,10,+6focal,LogReg,20,24.81,27,0.8511,0.7445,0.8167,0.35,0.49,0.8111,18.6889,0.0784,0.1409,0.2016,0.0864,0.121,0.0448,13.5737
12,10,+6focal,RF,20,24.81,27,0.8648,0.8024,0.9667,0.4143,0.58,0.8444,29.2909,0.0815,0.1113,0.1026,0.044,0.0616,0.0228,7.9964
12,10,+6focal,SVM,20,24.81,27,0.8168,0.7607,0.8833,0.3786,0.53,0.8259,23.8849,0.108,0.1421,0.1957,0.0839,0.1174,0.0435,12.5748
12,10,+6focal,XGB,20,24.81,27,0.8539,0.7491,0.8167,0.35,0.49,0.8111,18.6889,0.0758,0.106,0.2016,0.0864,0.121,0.0448,13.5737
12,10,BIBLIO,FFN,20,24.81,27,0.8261,0.7216,0.7667,0.3286,0.46,0.8,16.9698,0.1164,0.1602,0.2442,0.1047,0.1465,0.0543,13.9184
12,10,BIBLIO,GBT,20,24.81,27,0.8539,0.7903,0.9333,0.4,0.56,0.837,26.6929,0.0963,0.101,0.1368,0.0586,0.0821,0.0304,10.6619
12,10,BIBLIO,LogReg,20,24.81,27,0.8461,0.7599,0.85,0.3643,0.51,0.8185,22.3758,0.0922,0.1463,0.2288,0.098,0.1373,0.0508,13.3507
12,10,BIBLIO,RF,20,24.81,27,0.8616,0.8225,0.9875,0.4357,0.6036,0.8519,31.8413,0.0953,0.0999,0.0559,0.0319,0.0315,0.012,6.9127
12,10,BIBLIO,SVM,20,24.81,27,0.84,0.7801,0.9333,0.4,0.56,0.837,27.7818,0.1092,0.1304,0.1744,0.0747,0.1046,0.0388,10.0615
12,10,BIBLIO,XGB,20,24.81,27,0.8346,0.7277,0.8167,0.35,0.49,0.8111,19.7778,0.0902,0.1265,0.2288,0.098,0.1373,0.0508,13.7896
12,15,+6focal,FFN,20,27.82,27,0.826,0.6952,0.7125,0.3562,0.475,0.7667,13.7442,0.0523,0.1164,0.2188,0.1094,0.1458,0.0648,15.1555
12,15,+6focal,GBT,20,27.82,27,0.8398,0.7323,0.7875,0.3938,0.525,0.7889,17.7203,0.0932,0.1473,0.1863,0.0931,0.1242,0.0552,16.1412
12,15,+6focal,LogReg,20,27.82,27,0.8576,0.7631,0.8,0.4,0.5333,0.7926,17.9781,0.0855,0.1217,0.174,0.087,0.116,0.0515,15.9283
12,15,+6focal,RF,20,27.82,27,0.8717,0.8143,0.925,0.4625,0.6167,0.8296,29.6545,0.0895,0.1112,0.1175,0.0588,0.0784,0.0348,14.6463
12,15,+6focal,SVM,20,27.82,27,0.8293,0.7612,0.8625,0.4312,0.575,0.8111,23.1664,0.1009,0.1207,0.1512,0.0756,0.1008,0.0448,16.2836
12,15,+6focal,XGB,20,27.82,27,0.873,0.7949,0.875,0.4375,0.5833,0.8148,26.0238,0.0726,0.12,0.1721,0.086,0.1147,0.051,16.3697
12,15,BIBLIO,FFN,20,27.82,27,0.7664,0.6308,0.675,0.3375,0.45,0.7556,10.5921,0.0695,0.1151,0.2308,0.1154,0.1539,0.0684,12.5209
12,15,BIBLIO,GBT,20,27.82,27,0.8312,0.7496,0.8375,0.4188,0.5583,0.8037,20.0513,0.0932,0.1248,0.1468,0.0734,0.0979,0.0435,15.9138
12,15,BIBLIO,LogReg,20,27.82,27,0.8339,0.7549,0.875,0.4375,0.5833,0.8148,24.724,0.0965,0.1213,0.1517,0.0759,0.1012,0.045,16.2311
12,15,BIBLIO,RF,20,27.82,27,0.849,0.8065,0.9125,0.4562,0.6083,0.8259,29.3967,0.0993,0.1044,0.1468,0.0734,0.0979,0.0435,15.089
12,15,BIBLIO,SVM,20,27.82,27,0.7908,0.7552,0.8625,0.4312,0.575,0.8111,24.4662,0.1135,0.1161,0.1716,0.0858,0.1144,0.0508,16.551
12,15,BIBLIO,XGB,20,27.82,27,0.847,0.7797,0.8125,0.4062,0.5417,0.7963,19.5357,0.0901,0.108,0.1791,0.0895,0.1194,0.0531,16.4017
12,20,+6focal,FFN,20,32.33,27,0.8219,0.7441,0.7417,0.4944,0.5933,0.7741,11.9586,0.0822,0.1049,0.1144,0.0763,0.0915,0.0508,14.1149
12,20,+6focal,GBT,20,32.33,27,0.8923,0.8246,0.8333,0.5556,0.6667,0.8148,27.938,0.0681,0.1041,0.1325,0.0883,0.106,0.0589,27.6452
12,20,+6focal,LogReg,20,32.33,27,0.8512,0.7589,0.7667,0.5111,0.6133,0.7852,17.8471,0.0767,0.1222,0.1368,0.0912,0.1094,0.0608,22.3442
12,20,+6focal,RF,20,32.33,27,0.9202,0.8684,0.8524,0.5778,0.6883,0.8259,35.9233,0.0497,0.0803,0.1493,0.1057,0.1224,0.0681,33.3596
12,20,+6focal,SVM,20,32.33,27,0.8407,0.7772,0.7833,0.5222,0.6267,0.7926,18.4408,0.0725,0.1019,0.1221,0.0814,0.0977,0.0543,22.0677
12,20,+6focal,XGB,20,32.33,27,0.9275,0.8531,0.875,0.5833,0.7,0.8333,32.4326,0.0477,0.1125,0.1064,0.071,0.0852,0.0473,27.4428
12,20,BIBLIO,FFN,20,32.33,27,0.7525,0.6814,0.6917,0.4611,0.5533,0.7519,15.4919,0.1099,0.1443,0.1895,0.1263,0.1516,0.0842,23.2608
12,20,BIBLIO,GBT,20,32.33,27,0.8815,0.8196,0.8333,0.5556,0.6667,0.8148,30.8022,0.0594,0.1046,0.1622,0.1081,0.1298,0.0721,28.8385
12,20,BIBLIO,LogReg,20,32.33,27,0.8627,0.8077,0.8083,0.5389,0.6467,0.8037,24.3293,0.0686,0.092,0.1355,0.0903,0.1084,0.0602,26.5831
12,20,BIBLIO,RF,20,32.33,27,0.9108,0.8636,0.8464,0.5722,0.6825,0.8222,31.3852,0.0492,0.0718,0.1398,0.0903,0.1089,0.062,28.4451
12,20,BIBLIO,SVM,20,32.33,27,0.8123,0.7604,0.8,0.5333,0.64,0.8,21.6066,0.0826,0.1033,0.128,0.0853,0.1024,0.0569,24.5052
12,20,BIBLIO,XGB,20,32.33,27,0.8981,0.8159,0.8083,0.5389,0.6467,0.8037,27.1935,0.061,0.1135,0.1647,0.1098,0.1317,0.0732,28.2104
13,5,+6focal,FFN,20,5.97,71,0.6088,0.1366,0.075,0.075,0.075,0.8958,4.0655,0.1833,0.0927,0.1428,0.1428,0.1428,0.0161,5.814
13,5,+6focal,GBT,20,5.97,71,0.7149,0.178,0.0875,0.0875,0.0875,0.8972,4.382,0.1308,0.0892,0.1468,0.1468,0.1468,0.0165,5.8431
13,5,+6focal,LogReg,20,5.97,71,0.7151,0.1976,0.15,0.15,0.15,0.9042,6.5631,0.1068,0.126,0.1701,0.1701,0.1701,0.0192,7.3806
13,5,+6focal,RF,20,5.97,71,0.7539,0.1909,0.0725,0.075,0.0736,0.8951,3.3744,0.1162,0.1013,0.1141,0.1175,0.1155,0.0125,2.8576
13,5,+6focal,SVM,20,5.97,71,0.6521,0.1549,0.0875,0.0875,0.0875,0.8972,4.382,0.15,0.0911,0.1468,0.1468,0.1468,0.0165,5.8431
13,5,+6focal,XGB,20,5.97,71,0.7302,0.2623,0.1875,0.1875,0.1875,0.9085,8.7098,0.1296,0.1519,0.1966,0.1966,0.1966,0.0222,9.4237
13,5,BIBLIO,FFN,20,5.97,71,0.6797,0.1785,0.125,0.125,0.125,0.9014,9.4758,0.1364,0.1498,0.2068,0.2068,0.2068,0.0233,22.8671
13,5,BIBLIO,GBT,20,5.97,71,0.7112,0.1509,0.05,0.05,0.05,0.893,2.8339,0.1158,0.0595,0.1026,0.1026,0.1026,0.0116,2.5978
13,5,BIBLIO,LogReg,20,5.97,71,0.7183,0.201,0.15,0.15,0.15,0.9042,7.1617,0.1076,0.1185,0.1885,0.1885,0.1885,0.0212,8.69
13,5,BIBLIO,RF,20,5.97,71,0.7402,0.1839,0.1175,0.125,0.1208,0.9,8.9948,0.1393,0.1158,0.1969,0.2068,0.201,0.0219,22.6417
13,5,BIBLIO,SVM,20,5.97,71,0.7157,0.1618,0.0875,0.0875,0.0875,0.8972,3.7834,0.1465,0.0815,0.1223,0.1223,0.1223,0.0138,3.0977
13,5,BIBLIO,XGB,20,5.97,71,0.7095,0.2188,0.1375,0.1375,0.1375,0.9028,6.8452,0.125,0.1537,0.1898,0.1898,0.1898,0.0214,8.7767
13,10,+6focal,FFN,20,9.66,71,0.7176,0.3261,0.2562,0.2929,0.2733,0.8465,4.8075,0.0912,0.1212,0.0949,0.1085,0.1012,0.0214,2.6039
13,10,+6focal,GBT,20,9.66,71,0.707,0.2516,0.1938,0.2214,0.2067,0.8324,3.2463,0.084,0.0844,0.0858,0.098,0.0915,0.0193,2.0826
13,10,+6focal,LogReg,20,9.66,71,0.7676,0.3326,0.3,0.3429,0.32,0.8563,7.4577,0.0463,0.115,0.1428,0.1632,0.1523,0.0322,6.185
13,10,+6focal,RF,20,9.66,71,0.7652,0.322,0.2912,0.3357,0.3118,0.8535,6.3281,0.0847,0.1317,0.1249,0.1412,0.1325,0.029,3.917
13,10,+6focal,SVM,20,9.66,71,0.6765,0.2233,0.2062,0.2357,0.22,0.8352,3.9558,0.082,0.0723,0.1167,0.1333,0.1244,0.0263,3.7901
13,10,+6focal,XGB,20,9.66,71,0.7503,0.2877,0.2688,0.3071,0.2867,0.8493,6.0944,0.1035,0.1133,0.1478,0.1689,0.1576,0.0333,4.85
13,10,BIBLIO,FFN,20,9.66,71,0.7317,0.2861,0.2812,0.3214,0.3,0.8521,7.4342,0.1048,0.1284,0.1455,0.1663,0.1552,0.0328,9.0007
13,10,BIBLIO,GBT,20,9.66,71,0.7107,0.232,0.2,0.2286,0.2133,0.8338,3.7397,0.0879,0.0864,0.1103,0.1261,0.1177,0.0249,3.6429
13,10,BIBLIO,LogReg,20,9.66,71,0.77,0.3158,0.3062,0.35,0.3267,0.8577,7.6738,0.0551,0.0929,0.1432,0.1637,0.1528,0.0323,6.1365
13,10,BIBLIO,RF,20,9.66,71,0.7554,0.3064,0.2903,0.3357,0.3112,0.8535,6.5558,0.0807,0.1044,0.1269,0.1486,0.1366,0.0294,4.822
13,10,BIBLIO,SVM,20,9.66,71,0.7362,0.262,0.2125,0.2429,0.2267,0.8366,4.0447,0.0619,0.0801,0.1223,0.1398,0.1305,0.0276,3.072
13,10,BIBLIO,XGB,20,9.66,71,0.7327,0.2868,0.2688,0.3071,0.2867,0.8493,7.3241,0.1031,0.1239,0.1734,0.1981,0.1849,0.0391,8.8362
13,15,+6focal,FFN,20,13.07,71,0.6997,0.3615,0.2955,0.3611,0.325,0.8099,4.9686,0.089,0.1072,0.1058,0.1294,0.1164,0.0328,4.1361
13,15,+6focal,GBT,20,13.07,71,0.7007,0.3708,0.3409,0.4167,0.375,0.8239,6.3594,0.0843,0.1279,0.1016,0.1242,0.1118,0.0315,4.2697
13,15,+6focal,LogReg,20,13.07,71,0.7398,0.4473,0.3773,0.4611,0.415,0.8352,7.8651,0.0595,0.1014,0.0898,0.1098,0.0988,0.0278,5.3587
13,15,+6focal,RF,20,13.07,71,0.725,0.4123,0.328,0.4056,0.3626,0.8197,5.6984,0.0671,0.1152,0.0892,0.1156,0.1005,0.0276,3.463
13,15,+6focal,SVM,20,13.07,71,0.7087,0.4489,0.3682,0.45,0.405,0.8324,6.5781,0.0901,0.1026,0.055,0.0672,0.0605,0.017,2.2751
13,15,+6focal,XGB,20,13.07,71,0.7177,0.3923,0.3545,0.4333,0.39,0.8282,7.1062,0.095,0.1357,0.1059,0.1295,0.1165,0.0328,5.0988
13,15,BIBLIO,FFN,20,13.07,71,0.6807,0.3063,0.3182,0.3889,0.35,0.8169,5.1513,0.0847,0.0744,0.0808,0.0987,0.0889,0.025,2.7353
13,15,BIBLIO,GBT,20,13.07,71,0.6888,0.3229,0.3,0.3667,0.33,0.8113,4.6352,0.079,0.086,0.0839,0.1026,0.0923,0.026,2.5694
13,15,BIBLIO,LogReg,20,13.07,71,0.728,0.3759,0.3409,0.4167,0.375,0.8239,6.2979,0.0689,0.0978,0.1058,0.1294,0.1164,0.0328,3.5678
13,15,BIBLIO,RF,20,13.07,71,0.7344,0.4119,0.3496,0.4333,0.3869,0.8261,6.5675,0.0661,0.1052,0.0958,0.119,0.1059,0.0297,4.018
13,15,BIBLIO,SVM,20,13.07,71,0.7115,0.3104,0.3227,0.3944,0.355,0.8183,5.2814,0.0766,0.0656,0.0806,0.0986,0.0887,0.025,2.712
13,15,BIBLIO,XGB,20,13.07,71,0.7063,0.3582,0.3455,0.4222,0.38,0.8254,7.3386,0.0852,0.1227,0.1127,0.1377,0.124,0.0349,8.0202
13,20,+6focal,FFN,20,18.18,71,0.6768,0.4189,0.3633,0.4192,0.3893,0.7592,4.1547,0.0516,0.102,0.0904,0.1043,0.0969,0.0382,2.3103
13,20,+6focal,GBT,20,18.18,71,0.6723,0.3709,0.2933,0.3385,0.3143,0.7296,2.6595,0.0714,0.0959,0.0977,0.1127,0.1047,0.0413,1.3069
13,20,+6focal,LogReg,20,18.18,71,0.7313,0.4632,0.4167,0.4808,0.4464,0.7817,5.8047,0.0618,0.1049,0.0862,0.0994,0.0923,0.0364,3.1586
13,20,+6focal,RF,20,18.18,71,0.7149,0.4413,0.3846,0.45,0.4147,0.7669,4.8194,0.0606,0.1086,0.0943,0.1067,0.1,0.0412,2.6679
13,20,+6focal,SVM,20,18.18,71,0.7295,0.5092,0.4167,0.4808,0.4464,0.7817,5.6685,0.0616,0.0849,0.0776,0.0896,0.0832,0.0328,2.9046
13,20,+6focal,XGB,20,18.18,71,0.6726,0.4025,0.3533,0.4077,0.3786,0.7549,3.9607,0.0519,0.0934,0.097,0.1119,0.1039,0.041,2.2963
13,20,BIBLIO,FFN,20,18.18,71,0.6406,0.3217,0.31,0.3577,0.3321,0.7366,3.0857,0.0937,0.0927,0.1066,0.123,0.1142,0.045,1.859
13,20,BIBLIO,GBT,20,18.18,71,0.6468,0.3644,0.32,0.3692,0.3429,0.7408,3.3208,0.0638,0.068,0.1005,0.116,0.1077,0.0425,2.3461
13,20,BIBLIO,LogReg,20,18.18,71,0.7171,0.4022,0.41,0.4731,0.4393,0.7789,5.634,0.0562,0.0781,0.0845,0.0975,0.0906,0.0357,3.6193
13,20,BIBLIO,RF,20,18.18,71,0.6913,0.4087,0.3412,0.4038,0.3697,0.7479,3.5751,0.0672,0.0834,0.0855,0.0994,0.0915,0.0368,1.784
13,20,BIBLIO,SVM,20,18.18,71,0.7133,0.3812,0.4233,0.4885,0.4536,0.7845,6.1343,0.0492,0.0658,0.0925,0.1067,0.0991,0.0391,3.3202
13,20,BIBLIO,XGB,20,18.18,71,0.6286,0.3859,0.3033,0.35,0.325,0.7338,2.9244,0.0624,0.0833,0.0979,0.1129,0.1049,0.0414,1.8323
14,5,+6focal,FFN,20,3.94,41,0.4718,0.0986,0.0167,0.025,0.02,0.8805,2.7314,0.202,0.1086,0.0745,0.1118,0.0894,0.0109,2.8877
14,5,+6focal,GBT,20,3.94,41,0.6596,0.2017,0.1333,0.2,0.16,0.8976,7.2514,0.2492,0.1537,0.1675,0.2513,0.201,0.0245,6.491
14,5,+6focal,LogReg,20,3.94,41,0.5333,0.1138,0.05,0.075,0.06,0.8854,4.0229,0.202,0.0854,0.1221,0.1832,0.1465,0.0179,4.7311
14,5,+6focal,RF,20,3.94,41,0.7346,0.2584,0.125,0.2,0.1533,0.8963,9.6057,0.1708,0.2256,0.1783,0.2991,0.2217,0.0261,16.5214
14,5,+6focal,SVM,20,3.94,41,0.4404,0.1169,0.0333,0.05,0.04,0.8829,3.3771,0.2297,0.1321,0.1026,0.1539,0.1231,0.015,3.9749
14,5,+6focal,XGB,20,3.94,41,0.6865,0.1859,0.0833,0.125,0.1,0.8902,5.3143,0.1801,0.1527,0.1481,0.2221,0.1777,0.0217,5.7373
14,5,BIBLIO,FFN,20,3.94,41,0.5269,0.1235,0.0333,0.05,0.04,0.8829,3.3771,0.1818,0.1228,0.1026,0.1539,0.1231,0.015,3.9749
14,5,BIBLIO,GBT,20,3.94,41,0.4833,0.1112,0.05,0.075,0.06,0.8854,4.0229,0.2564,0.0822,0.1221,0.1832,0.1465,0.0179,4.7311
14,5,BIBLIO,LogReg,20,3.94,41,0.5474,0.133,0.0667,0.1,0.08,0.8878,4.6686,0.2128,0.1117,0.1368,0.2052,0.1642,0.02,5.2999
14,5,BIBLIO,RF,20,3.94,41,0.6378,0.2131,0.1333,0.2,0.16,0.8951,7.2099,0.2391,0.1628,0.1675,0.2513,0.201,0.0286,6.5284
14,5,BIBLIO,SVM,20,3.94,41,0.4224,0.1344,0.0667,0.1,0.08,0.8878,4.6686,0.2102,0.1505,0.1368,0.2052,0.1642,0.02,5.2999
14,5,BIBLIO,XGB,20,3.94,41,0.3904,0.109,0.05,0.075,0.06,0.8854,4.0229,0.2239,0.123,0.1221,0.1832,0.1465,0.0179,4.7311
14,10,+6focal,FFN,20,8.87,41,0.7943,0.5112,0.36,0.45,0.4,0.8683,21.0124,0.1561,0.2056,0.1903,0.2379,0.2114,0.0464,47.7235
14,10,+6focal,GBT,20,8.87,41,0.8115,0.5065,0.34,0.425,0.3778,0.8634,9.5181,0.1026,0.1764,0.1314,0.1642,0.146,0.032,8.6961
14,10,+6focal,LogReg,20,8.87,41,0.8155,0.5667,0.42,0.525,0.4667,0.8829,35.5009,0.1467,0.2266,0.2331,0.2913,0.259,0.0568,64.0424
14,10,+6focal,RF,20,8.87,41,0.8446,0.5792,0.3867,0.4875,0.4311,0.8744,12.1012,0.0777,0.1557,0.1378,0.1716,0.1527,0.0338,9.4701
14,10,+6focal,SVM,20,8.87,41,0.7358,0.5472,0.38,0.475,0.4222,0.8732,13.5495,0.172,0.197,0.1704,0.2131,0.1894,0.0416,12.0156
14,10,+6focal,XGB,20,8.87,41,0.7821,0.4551,0.32,0.4,0.3556,0.8585,10.9257,0.1155,0.2027,0.1881,0.2351,0.209,0.0459,11.8525
14,10,BIBLIO,FFN,20,8.87,41,0.7986,0.5281,0.37,0.4625,0.4111,0.8707,12.3857,0.1599,0.174,0.1625,0.2032,0.1806,0.0396,11.1122
14,10,BIBLIO,GBT,20,8.87,41,0.7845,0.5715,0.42,0.525,0.4667,0.8829,23.8428,0.1251,0.1921,0.1704,0.2131,0.1894,0.0416,47.111
14,10,BIBLIO,LogReg,20,8.87,41,0.8294,0.6023,0.47,0.5875,0.5222,0.8951,56.7485,0.1536,0.2376,0.2536,0.317,0.2818,0.0619,84.1491
14,10,BIBLIO,RF,20,8.87,41,0.8296,0.5679,0.41,0.5125,0.4556,0.8805,22.4724,0.0874,0.178,0.1518,0.1898,0.1687,0.037,47.2178
14,10,BIBLIO,SVM,20,8.87,41,0.7834,0.6001,0.42,0.525,0.4667,0.8829,25.5038,0.1506,0.1968,0.1936,0.242,0.2151,0.0472,47.2159
14,10,BIBLIO,XGB,20,8.87,41,0.6828,0.4893,0.36,0.45,0.4,0.8683,21.8428,0.1623,0.2204,0.201,0.2513,0.2234,0.049,47.8347
14,15,+6focal,FFN,20,12.32,41,0.7889,0.4602,0.3286,0.46,0.3833,0.8195,7.5315,0.1294,0.1748,0.1473,0.2062,0.1718,0.0503,6.1985
14,15,+6focal,GBT,20,12.32,41,0.7175,0.3525,0.2357,0.33,0.275,0.7878,3.9052,0.0911,0.1713,0.1161,0.1625,0.1355,0.0396,3.3601
14,15,+6focal,LogReg,20,12.32,41,0.7642,0.492,0.3286,0.46,0.3833,0.8195,8.6578,0.1374,0.2044,0.1473,0.2062,0.1718,0.0503,9.2194
14,15,+6focal,RF,20,12.32,41,0.7379,0.4203,0.2741,0.39,0.3218,0.7988,6.425,0.1082,0.2138,0.1511,0.21,0.1757,0.053,8.1663
14,15,+6focal,SVM,20,12.32,41,0.7308,0.4603,0.3286,0.46,0.3833,0.8195,9.7023,0.132,0.2041,0.174,0.2437,0.203,0.0594,10.3175
14,15,+6focal,XGB,20,12.32,41,0.7594,0.3919,0.3143,0.44,0.3667,0.8146,8.4711,0.1132,0.1736,0.1645,0.2303,0.1919,0.0562,9.3535
14,15,BIBLIO,FFN,20,12.32,41,0.7553,0.4694,0.3286,0.46,0.3833,0.8195,8.0286,0.1247,0.1799,0.1398,0.1957,0.1631,0.0477,7.9078
14,15,BIBLIO,GBT,20,12.32,41,0.7386,0.4531,0.3071,0.43,0.3583,0.8122,6.7371,0.1164,0.1735,0.1412,0.1976,0.1647,0.0482,6.3222
14,15,BIBLIO,LogReg,20,12.32,41,0.7747,0.4907,0.35,0.49,0.4083,0.8268,10.0153,0.1391,0.2182,0.15,0.21,0.175,0.0512,10.0787
14,15,BIBLIO,RF,20,12.32,41,0.7553,0.4518,0.2804,0.4,0.3295,0.8024,6.844,0.1072,0.2134,0.1631,0.234,0.1918,0.0553,8.1448
14,15,BIBLIO,SVM,20,12.32,41,0.7536,0.5043,0.3857,0.54,0.45,0.839,18.2434,0.1264,0.2059,0.1801,0.2521,0.2101,0.0615,32.8957
14,15,BIBLIO,XGB,20,12.32,41,0.7406,0.467,0.3143,0.44,0.3667,0.8146,7.2788,0.1418,0.2209,0.1579,0.221,0.1842,0.0539,6.3919
14,20,+6focal,FFN,20,15.27,41,0.7219,0.4233,0.2833,0.425,0.34,0.7585,4.2291,0.1023,0.1726,0.111,0.1664,0.1332,0.0487,3.2278
14,20,+6focal,GBT,20,15.27,41,0.6502,0.3496,0.2278,0.3417,0.2733,0.7341,2.8028,0.1028,0.1278,0.1049,0.1574,0.1259,0.0461,2.2746
14,20,+6focal,LogReg,20,15.27,41,0.7671,0.5138,0.35,0.525,0.42,0.7878,7.0706,0.1055,0.1535,0.1263,0.1895,0.1516,0.0554,5.6077
14,20,+6focal,RF,20,15.27,41,0.706,0.4182,0.265,0.4,0.3188,0.75,4.4881,0.0945,0.1295,0.1313,0.1979,0.1578,0.0575,5.6485
14,20,+6focal,SVM,20,15.27,41,0.7331,0.4869,0.3222,0.4833,0.3867,0.7756,4.9589,0.0668,0.1262,0.0876,0.1313,0.1051,0.0384,2.8277
14,20,+6focal,XGB,20,15.27,41,0.6907,0.3898,0.2444,0.3667,0.2933,0.7415,3.1659,0.0898,0.1351,0.1057,0.1586,0.1269,0.0464,2.6341
14,20,BIBLIO,FFN,20,15.27,41,0.6681,0.3789,0.2833,0.425,0.34,0.7585,4.32,0.1027,0.1294,0.111,0.1664,0.1332,0.0487,3.5008
14,20,BIBLIO,GBT,20,15.27,41,0.7031,0.416,0.2611,0.3917,0.3133,0.7488,4.0421,0.119,0.1381,0.1156,0.1733,0.1387,0.0507,5.3016
14,20,BIBLIO,LogReg,20,15.27,41,0.764,0.5174,0.3556,0.5333,0.4267,0.7902,7.5561,0.0962,0.1356,0.1117,0.1675,0.134,0.049,6.9729
14,20,BIBLIO,RF,20,15.27,41,0.7289,0.4206,0.2397,0.3667,0.2897,0.7366,2.9002,0.0909,0.1231,0.0918,0.1389,0.1101,0.0423,2.1358
14,20,BIBLIO,SVM,20,15.27,41,0.7224,0.5045,0.3444,0.5167,0.4133,0.7854,6.7104,0.0944,0.1569,0.1134,0.1701,0.1361,0.0498,5.6302
14,20,BIBLIO,XGB,20,15.27,41,0.6969,0.3989,0.25,0.375,0.3,0.7439,3.47,0.1058,0.1444,0.1133,0.1699,0.1359,0.0497,3.0782
