subset_id,subset_label,subset_size,k_pct,Precision_mean,Precision_std,Recall_mean,Recall_std,DOR_mean,DOR_std,n_obs
51,conf_gap_change+delta_H+semantic_coherence,3,5,0.38779,0.07302,0.15556,0.02929,5.34958,1.90012,30
51,conf_gap_change+delta_H+semantic_coherence,3,10,0.33052,0.04973,0.26516,0.03989,4.49981,1.27111,30
51,conf_gap_change+delta_H+semantic_coherence,3,15,0.30094,0.04112,0.36215,0.04948,4.30364,1.15968,30
51,conf_gap_change+delta_H+semantic_coherence,3,20,0.2743,0.03402,0.44011,0.05458,4.07616,1.033,30
52,conf_gap_change+delta_H+prediction_volatility,3,5,0.37183,0.06826,0.14915,0.02738,4.91886,1.55498,30
52,conf_gap_change+delta_H+prediction_volatility,3,10,0.32347,0.05536,0.25951,0.04441,4.35078,1.32508,30
52,conf_gap_change+delta_H+prediction_volatility,3,15,0.29045,0.03863,0.34953,0.04649,3.99004,1.01165,30
52,conf_gap_change+delta_H+prediction_volatility,3,20,0.27195,0.03243,0.43635,0.05203,3.99112,1.00436,30
53,conf_gap_change+semantic_coherence+prediction_volatility,3,5,0.38685,0.08169,0.15518,0.03277,5.39293,2.14921,30
53,conf_gap_change+semantic_coherence+prediction_volatility,3,10,0.32653,0.05764,0.26196,0.04624,4.4502,1.48484,30
53,conf_gap_change+semantic_coherence+prediction_volatility,3,15,0.2964,0.0415,0.35669,0.04994,4.17698,1.15741,30
53,conf_gap_change+semantic_coherence+prediction_volatility,3,20,0.27559,0.03268,0.44218,0.05243,4.11003,1.01156,30
54,var_conf_pro+H_final+delta_H,3,5,0.36948,0.06746,0.14821,0.02706,4.87413,1.65743,30
54,var_conf_pro+H_final+delta_H,3,10,0.31878,0.04819,0.25574,0.03866,4.20122,1.18365,30
54,var_conf_pro+H_final+delta_H,3,15,0.29452,0.03903,0.35443,0.04696,4.1056,1.04958,30
54,var_conf_pro+H_final+delta_H,3,20,0.27477,0.02904,0.44087,0.0466,4.05822,0.90451,30
55,var_conf_pro+H_final+semantic_coherence,3,5,0.40094,0.07835,0.16083,0.03143,5.7307,2.15998,30
55,var_conf_pro+H_final+semantic_coherence,3,10,0.32911,0.04708,0.26403,0.03777,4.45324,1.23742,30
55,var_conf_pro+H_final+semantic_coherence,3,15,0.29343,0.03605,0.35311,0.04338,4.0604,0.99657,30
55,var_conf_pro+H_final+semantic_coherence,3,20,0.27289,0.03098,0.43785,0.04971,4.01208,0.97614,30
56,var_conf_pro+H_final+prediction_volatility,3,5,0.37512,0.07485,0.15047,0.03002,5.0469,1.82172,30
56,var_conf_pro+H_final+prediction_volatility,3,10,0.32606,0.05146,0.26158,0.04128,4.39433,1.25996,30
56,var_conf_pro+H_final+prediction_volatility,3,15,0.29171,0.03947,0.35104,0.0475,4.02786,1.02221,30
56,var_conf_pro+H_final+prediction_volatility,3,20,0.26913,0.03058,0.43183,0.04907,3.88514,0.90457,30
57,var_conf_pro+delta_H+semantic_coherence,3,5,0.39718,0.07032,0.15932,0.02821,5.56411,1.832,30
57,var_conf_pro+delta_H+semantic_coherence,3,10,0.33709,0.04986,0.27043,0.04,4.668,1.27617,30
57,var_conf_pro+delta_H+semantic_coherence,3,15,0.29577,0.03782,0.35593,0.04551,4.13568,1.04873,30
57,var_conf_pro+delta_H+semantic_coherence,3,20,0.27394,0.03028,0.43955,0.04859,4.03868,0.92934,30
58,var_conf_pro+delta_H+prediction_volatility,3,5,0.37371,0.06393,0.14991,0.02564,4.94633,1.54076,30
58,var_conf_pro+delta_H+prediction_volatility,3,10,0.31901,0.05433,0.25593,0.04359,4.2381,1.30539,30
58,var_conf_pro+delta_H+prediction_volatility,3,15,0.29124,0.04186,0.35047,0.05037,4.03413,1.13682,30
58,var_conf_pro+delta_H+prediction_volatility,3,20,0.26667,0.03096,0.42787,0.04967,3.81556,0.9647,30
59,var_conf_pro+semantic_coherence+prediction_volatility,3,5,0.38685,0.07283,0.15518,0.02922,5.32542,1.88695,30
59,var_conf_pro+semantic_coherence+prediction_volatility,3,10,0.32934,0.05204,0.26422,0.04175,4.4851,1.3433,30
59,var_conf_pro+semantic_coherence+prediction_volatility,3,15,0.29609,0.04033,0.35631,0.04853,4.15617,1.07861,30
59,var_conf_pro+semantic_coherence+prediction_volatility,3,20,0.27136,0.03119,0.4354,0.05005,3.96026,0.93317,30
60,H_final+delta_H+semantic_coherence,3,5,0.39624,0.07632,0.15895,0.03061,5.59197,2.07694,30
60,H_final+delta_H+semantic_coherence,3,10,0.33521,0.04677,0.26893,0.03752,4.60497,1.2207,30
60,H_final+delta_H+semantic_coherence,3,15,0.30016,0.0383,0.36121,0.04609,4.26109,1.05609,30
60,H_final+delta_H+semantic_coherence,3,20,0.27817,0.03199,0.44633,0.05133,4.19208,1.00563,30
61,H_final+delta_H+prediction_volatility,3,5,0.37136,0.07466,0.14896,0.02995,4.95261,1.76603,30
61,H_final+delta_H+prediction_volatility,3,10,0.31995,0.04999,0.25669,0.04011,4.23612,1.20082,30
61,H_final+delta_H+prediction_volatility,3,15,0.29233,0.03982,0.35179,0.04791,4.04988,1.06757,30
61,H_final+delta_H+prediction_volatility,3,20,0.26854,0.03137,0.43089,0.05033,3.87233,0.92832,30
62,H_final+semantic_coherence+prediction_volatility,3,5,0.38779,0.08633,0.15556,0.03463,5.45259,2.27022,30
62,H_final+semantic_coherence+prediction_volatility,3,10,0.33498,0.05438,0.26874,0.04363,4.64361,1.41769,30
62,H_final+semantic_coherence+prediction_volatility,3,15,0.30172,0.04104,0.36309,0.04939,4.32816,1.18329,30
62,H_final+semantic_coherence+prediction_volatility,3,20,0.27453,0.03164,0.44049,0.05076,4.07134,1.01382,30
63,delta_H+semantic_coherence+prediction_volatility,3,5,0.38122,0.07958,0.15292,0.03192,5.22904,1.98341,30
63,delta_H+semantic_coherence+prediction_volatility,3,10,0.32864,0.05265,0.26365,0.04224,4.46977,1.33912,30
63,delta_H+semantic_coherence+prediction_volatility,3,15,0.29687,0.03807,0.35725,0.04582,4.16925,1.07289,30
63,delta_H+semantic_coherence+prediction_volatility,3,20,0.27664,0.03089,0.44388,0.04956,4.13741,1.01545,30
64,cross_domain_attack+conf_gap_change+var_conf_pro+H_final,4,5,0.37089,0.06803,0.14878,0.02729,4.91277,1.72068,30
64,cross_domain_attack+conf_gap_change+var_conf_pro+H_final,4,10,0.3216,0.04774,0.258,0.0383,4.26869,1.20803,30
64,cross_domain_attack+conf_gap_change+var_conf_pro+H_final,4,15,0.29421,0.03909,0.35405,0.04704,4.09673,1.0506,30
64,cross_domain_attack+conf_gap_change+var_conf_pro+H_final,4,20,0.27089,0.03037,0.43465,0.04873,3.93947,0.90798,30
65,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H,4,5,0.37746,0.06631,0.15141,0.0266,5.0353,1.48564,30
65,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H,4,10,0.32324,0.05106,0.25932,0.04097,4.32547,1.27699,30
65,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H,4,15,0.29327,0.04091,0.35292,0.04922,4.08055,1.07999,30
65,cross_domain_attack+conf_gap_change+var_conf_pro+delta_H,4,20,0.27031,0.03367,0.43371,0.05402,3.9443,1.0093,30
66,cross_domain_attack+conf_gap_change+var_conf_pro+semantic_coherence,4,5,0.37512,0.07148,0.15047,0.02867,5.01571,1.65053,30
66,cross_domain_attack+conf_gap_change+var_conf_pro+semantic_coherence,4,10,0.32746,0.04941,0.26271,0.03964,4.41774,1.21292,30
66,cross_domain_attack+conf_gap_change+var_conf_pro+semantic_coherence,4,15,0.29797,0.04091,0.35857,0.04922,4.21226,1.09697,30
66,cross_domain_attack+conf_gap_change+var_conf_pro+semantic_coherence,4,20,0.27383,0.03113,0.43936,0.04996,4.04008,0.95324,30
67,cross_domain_attack+conf_gap_change+var_conf_pro+prediction_volatility,4,5,0.3831,0.06474,0.15367,0.02597,5.17667,1.64092,30
67,cross_domain_attack+conf_gap_change+var_conf_pro+prediction_volatility,4,10,0.31925,0.05399,0.25612,0.04332,4.24784,1.36544,30
67,cross_domain_attack+conf_gap_change+var_conf_pro+prediction_volatility,4,15,0.29531,0.04043,0.35537,0.04865,4.13667,1.10384,30
67,cross_domain_attack+conf_gap_change+var_conf_pro+prediction_volatility,4,20,0.27312,0.03468,0.43823,0.05565,4.04282,1.04902,30
68,cross_domain_attack+conf_gap_change+H_final+delta_H,4,5,0.36948,0.07015,0.14821,0.02814,4.88361,1.6635,30
68,cross_domain_attack+conf_gap_change+H_final+delta_H,4,10,0.32207,0.05155,0.25838,0.04136,4.29697,1.25661,30
68,cross_domain_attack+conf_gap_change+H_final+delta_H,4,15,0.29374,0.0407,0.35348,0.04898,4.09245,1.07714,30
68,cross_domain_attack+conf_gap_change+H_final+delta_H,4,20,0.26984,0.02708,0.43296,0.04345,3.88679,0.82481,30
69,cross_domain_attack+conf_gap_change+H_final+semantic_coherence,4,5,0.39108,0.07198,0.15687,0.02887,5.41294,1.78707,30
69,cross_domain_attack+conf_gap_change+H_final+semantic_coherence,4,10,0.32817,0.05723,0.26328,0.04591,4.49384,1.52683,30
69,cross_domain_attack+conf_gap_change+H_final+semantic_coherence,4,15,0.29859,0.04229,0.35932,0.05089,4.24863,1.22971,30
69,cross_domain_attack+conf_gap_change+H_final+semantic_coherence,4,20,0.27641,0.03227,0.4435,0.05178,4.14123,1.07518,30
70,cross_domain_attack+conf_gap_change+H_final+prediction_volatility,4,5,0.37277,0.06676,0.14953,0.02678,4.93437,1.53944,30
70,cross_domain_attack+conf_gap_change+H_final+prediction_volatility,4,10,0.32066,0.05771,0.25725,0.0463,4.30516,1.45981,30
70,cross_domain_attack+conf_gap_change+H_final+prediction_volatility,4,15,0.29155,0.04123,0.35085,0.04962,4.0379,1.11171,30
70,cross_domain_attack+conf_gap_change+H_final+prediction_volatility,4,20,0.27312,0.03275,0.43823,0.05255,4.03072,1.01116,30
71,cross_domain_attack+conf_gap_change+delta_H+semantic_coherence,4,5,0.39249,0.07694,0.15744,0.03086,5.48602,1.95144,30
71,cross_domain_attack+conf_gap_change+delta_H+semantic_coherence,4,10,0.33239,0.05503,0.26667,0.04415,4.58038,1.41622,30
71,cross_domain_attack+conf_gap_change+delta_H+semantic_coherence,4,15,0.29953,0.03732,0.36045,0.04491,4.24117,1.07546,30
71,cross_domain_attack+conf_gap_change+delta_H+semantic_coherence,4,20,0.27512,0.03291,0.44143,0.05281,4.09559,1.00875,30
72,cross_domain_attack+conf_gap_change+delta_H+prediction_volatility,4,5,0.36808,0.06562,0.14765,0.02632,4.82671,1.56825,30
72,cross_domain_attack+conf_gap_change+delta_H+prediction_volatility,4,10,0.32441,0.05621,0.26026,0.0451,4.38656,1.42381,30
72,cross_domain_attack+conf_gap_change+delta_H+prediction_volatility,4,15,0.29452,0.04324,0.35443,0.05203,4.13576,1.20323,30
72,cross_domain_attack+conf_gap_change+delta_H+prediction_volatility,4,20,0.27042,0.03324,0.4339,0.05334,3.94732,1.01498,30
73,cross_domain_attack+conf_gap_change+semantic_coherence+prediction_volatility,4,5,0.3831,0.07584,0.15367,0.03042,5.25618,1.96973,30
73,cross_domain_attack+conf_gap_change+semantic_coherence+prediction_volatility,4,10,0.32793,0.05429,0.26309,0.04355,4.46699,1.43188,30
73,cross_domain_attack+conf_gap_change+semantic_coherence+prediction_volatility,4,15,0.2989,0.03848,0.3597,0.04631,4.22931,1.08867,30
73,cross_domain_attack+conf_gap_change+semantic_coherence+prediction_volatility,4,20,0.27782,0.03233,0.44576,0.05187,4.18992,1.08297,30
74,cross_domain_attack+var_conf_pro+H_final+delta_H,4,5,0.37606,0.07019,0.15085,0.02816,5.0525,1.83163,30
74,cross_domain_attack+var_conf_pro+H_final+delta_H,4,10,0.31878,0.05227,0.25574,0.04194,4.22258,1.27386,30
74,cross_domain_attack+var_conf_pro+H_final+delta_H,4,15,0.29108,0.04046,0.35028,0.04869,4.02252,1.11685,30
74,cross_domain_attack+var_conf_pro+H_final+delta_H,4,20,0.2689,0.02795,0.43145,0.04484,3.86221,0.84109,30
75,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,5,0.39296,0.06506,0.15763,0.0261,5.42881,1.73613,30
75,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,10,0.33099,0.05088,0.26554,0.04082,4.51924,1.31129,30
75,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,15,0.2989,0.03882,0.3597,0.04671,4.23238,1.11318,30
75,cross_domain_attack+var_conf_pro+H_final+semantic_coherence,4,20,0.27653,0.02769,0.44369,0.04443,4.10664,0.86291,30
76,cross_domain_attack+var_conf_pro+H_final+prediction_volatility,4,5,0.37793,0.07202,0.1516,0.02889,5.08547,1.67239,30
76,cross_domain_attack+var_conf_pro+H_final+prediction_volatility,4,10,0.31948,0.04699,0.25631,0.0377,4.20915,1.12334,30
76,cross_domain_attack+var_conf_pro+H_final+prediction_volatility,4,15,0.29233,0.03717,0.35179,0.04473,4.03555,1.01016,30
76,cross_domain_attack+var_conf_pro+H_final+prediction_volatility,4,20,0.27101,0.02894,0.43484,0.04643,3.9343,0.86853,30
77,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,5,0.38357,0.07367,0.15386,0.02955,5.24485,1.85899,30
77,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,10,0.32394,0.05442,0.25989,0.04366,4.36451,1.38534,30
77,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,15,0.29531,0.04039,0.35537,0.04861,4.14014,1.13777,30
77,cross_domain_attack+var_conf_pro+delta_H+semantic_coherence,4,20,0.27453,0.03086,0.44049,0.04951,4.06394,0.96872,30
78,cross_domain_attack+var_conf_pro+delta_H+prediction_volatility,4,5,0.37042,0.06931,0.14859,0.0278,4.90837,1.7173,30
78,cross_domain_attack+var_conf_pro+delta_H+prediction_volatility,4,10,0.31784,0.05054,0.25499,0.04054,4.18969,1.21846,30
78,cross_domain_attack+var_conf_pro+delta_H+prediction_volatility,4,15,0.29061,0.03967,0.34972,0.04774,4.00125,1.04979,30
78,cross_domain_attack+var_conf_pro+delta_H+prediction_volatility,4,20,0.26984,0.03267,0.43296,0.05242,3.92738,1.03208,30
79,cross_domain_attack+var_conf_pro+semantic_coherence+prediction_volatility,4,5,0.39202,0.07481,0.15725,0.03001,5.47085,1.98112,30
79,cross_domain_attack+var_conf_pro+semantic_coherence+prediction_volatility,4,10,0.32958,0.04824,0.26441,0.0387,4.46713,1.2213,30
79,cross_domain_attack+var_conf_pro+semantic_coherence+prediction_volatility,4,15,0.29296,0.03429,0.35254,0.04127,4.03566,0.91756,30
79,cross_domain_attack+var_conf_pro+semantic_coherence+prediction_volatility,4,20,0.27359,0.02832,0.43898,0.04544,4.0151,0.8791,30
80,cross_domain_attack+H_final+delta_H+semantic_coherence,4,5,0.39484,0.07439,0.15838,0.02984,5.53706,1.97231,30
80,cross_domain_attack+H_final+delta_H+semantic_coherence,4,10,0.33709,0.04965,0.27043,0.03983,4.67111,1.31337,30
80,cross_domain_attack+H_final+delta_H+semantic_coherence,4,15,0.30125,0.03444,0.36252,0.04144,4.26996,0.9488,30
80,cross_domain_attack+H_final+delta_H+semantic_coherence,4,20,0.2757,0.02656,0.44237,0.04262,4.07171,0.81486,30
81,cross_domain_attack+H_final+delta_H+prediction_volatility,4,5,0.3831,0.07271,0.15367,0.02916,5.22657,1.8207,30
81,cross_domain_attack+H_final+delta_H+prediction_volatility,4,10,0.323,0.0505,0.25913,0.04052,4.31375,1.22608,30
81,cross_domain_attack+H_final+delta_H+prediction_volatility,4,15,0.29186,0.03676,0.35122,0.04424,4.01783,0.96569,30
81,cross_domain_attack+H_final+delta_H+prediction_volatility,4,20,0.26808,0.03177,0.43013,0.05098,3.86391,0.97525,30
82,cross_domain_attack+H_final+semantic_coherence+prediction_volatility,4,5,0.3892,0.07023,0.15612,0.02817,5.36254,1.80472,30
82,cross_domain_attack+H_final+semantic_coherence+prediction_volatility,4,10,0.33991,0.05231,0.27269,0.04196,4.76187,1.40046,30
82,cross_domain_attack+H_final+semantic_coherence+prediction_volatility,4,15,0.30235,0.04088,0.36384,0.0492,4.34385,1.16634,30
82,cross_domain_attack+H_final+semantic_coherence+prediction_volatility,4,20,0.27746,0.02836,0.4452,0.0455,4.14494,0.9134,30
83,cross_domain_attack+delta_H+semantic_coherence+prediction_volatility,4,5,0.38779,0.0765,0.15556,0.03069,5.3797,2.0262,30
83,cross_domain_attack+delta_H+semantic_coherence+prediction_volatility,4,10,0.32934,0.05184,0.26422,0.04159,4.48495,1.34767,30
83,cross_domain_attack+delta_H+semantic_coherence+prediction_volatility,4,15,0.2975,0.03915,0.358,0.04712,4.19192,1.08909,30
83,cross_domain_attack+delta_H+semantic_coherence+prediction_volatility,4,20,0.27594,0.02796,0.44275,0.04487,4.09238,0.90921,30
84,conf_gap_change+var_conf_pro+H_final+delta_H,4,5,0.36667,0.06326,0.14708,0.02537,4.78507,1.55212,30
84,conf_gap_change+var_conf_pro+H_final+delta_H,4,10,0.32136,0.04622,0.25782,0.03708,4.25707,1.18869,30
84,conf_gap_change+var_conf_pro+H_final+delta_H,4,15,0.29499,0.03893,0.35499,0.04685,4.11603,1.0281,30
84,conf_gap_change+var_conf_pro+H_final+delta_H,4,20,0.27136,0.02859,0.4354,0.04587,3.94523,0.8826,30
85,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,5,0.3892,0.07215,0.15612,0.02894,5.36935,1.79956,30
85,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,10,0.32512,0.04755,0.26083,0.03815,4.34632,1.12431,30
85,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,15,0.29233,0.04296,0.35179,0.05169,4.06879,1.14297,30
85,conf_gap_change+var_conf_pro+H_final+semantic_coherence,4,20,0.27218,0.03276,0.43672,0.05256,4.00118,1.01834,30
86,conf_gap_change+var_conf_pro+H_final+prediction_volatility,4,5,0.35869,0.06063,0.14388,0.02432,4.58386,1.34298,30
86,conf_gap_change+var_conf_pro+H_final+prediction_volatility,4,10,0.32347,0.05483,0.25951,0.04399,4.35524,1.39096,30
86,conf_gap_change+var_conf_pro+H_final+prediction_volatility,4,15,0.29155,0.03807,0.35085,0.04581,4.01785,1.01499,30
86,conf_gap_change+var_conf_pro+H_final+prediction_volatility,4,20,0.27113,0.03236,0.43503,0.05193,3.9641,0.99846,30
87,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,5,0.38122,0.072,0.15292,0.02888,5.17779,1.80293,30
87,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,10,0.32934,0.05444,0.26422,0.04368,4.49331,1.34116,30
87,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,15,0.29233,0.0393,0.35179,0.04729,4.04818,1.07125,30
87,conf_gap_change+var_conf_pro+delta_H+semantic_coherence,4,20,0.27289,0.03101,0.43785,0.04976,4.01187,0.97421,30
88,conf_gap_change+var_conf_pro+delta_H+prediction_volatility,4,5,0.37089,0.06014,0.14878,0.02412,4.85861,1.4184,30
88,conf_gap_change+var_conf_pro+delta_H+prediction_volatility,4,10,0.32089,0.04839,0.25744,0.03882,4.24823,1.13876,30
88,conf_gap_change+var_conf_pro+delta_H+prediction_volatility,4,15,0.2892,0.03855,0.34802,0.04639,3.95664,1.01875,30
88,conf_gap_change+var_conf_pro+delta_H+prediction_volatility,4,20,0.27113,0.02981,0.43503,0.04782,3.94781,0.94208,30
89,conf_gap_change+var_conf_pro+semantic_coherence+prediction_volatility,4,5,0.38732,0.07293,0.15537,0.02925,5.31856,1.73304,30
89,conf_gap_change+var_conf_pro+semantic_coherence+prediction_volatility,4,10,0.32981,0.05881,0.2646,0.04718,4.53925,1.50557,30
89,conf_gap_change+var_conf_pro+semantic_coherence+prediction_volatility,4,15,0.29577,0.03928,0.35593,0.04727,4.14134,1.05162,30
89,conf_gap_change+var_conf_pro+semantic_coherence+prediction_volatility,4,20,0.2757,0.03197,0.44237,0.05129,4.1091,0.99384,30
90,conf_gap_change+H_final+delta_H+semantic_coherence,4,5,0.38638,0.06593,0.15499,0.02644,5.26398,1.67912,30
90,conf_gap_change+H_final+delta_H+semantic_coherence,4,10,0.32793,0.05249,0.26309,0.04211,4.45213,1.34628,30
90,conf_gap_change+H_final+delta_H+semantic_coherence,4,15,0.29577,0.04115,0.35593,0.04952,4.15785,1.1581,30
90,conf_gap_change+H_final+delta_H+semantic_coherence,4,20,0.26995,0.03285,0.43315,0.05271,3.92839,0.99328,30
91,conf_gap_change+H_final+delta_H+prediction_volatility,4,5,0.37981,0.07402,0.15235,0.02969,5.15258,1.81854,30
91,conf_gap_change+H_final+delta_H+prediction_volatility,4,10,0.32089,0.05314,0.25744,0.04263,4.2748,1.26438,30
91,conf_gap_change+H_final+delta_H+prediction_volatility,4,15,0.29124,0.03937,0.35047,0.04737,4.01676,1.05054,30
91,conf_gap_change+H_final+delta_H+prediction_volatility,4,20,0.27019,0.03129,0.43352,0.0502,3.9237,0.93477,30
92,conf_gap_change+H_final+semantic_coherence+prediction_volatility,4,5,0.39953,0.07885,0.16026,0.03163,5.69872,2.1709,30
92,conf_gap_change+H_final+semantic_coherence+prediction_volatility,4,10,0.32793,0.05815,0.26309,0.04665,4.48931,1.50701,30
92,conf_gap_change+H_final+semantic_coherence+prediction_volatility,4,15,0.30031,0.04489,0.36139,0.05402,4.31172,1.26169,30
